Title,Text,Date,Media,Link
"Trump's closing campaign message is hampered by distractions, disconnect","Republican presidential nominee and former U.S. President Donald Trump attends his campaign rally at Macomb Community College in Warren, Michigan, U.S., November 1, 2024. Brian Snyder | Reuters

Former President Donald Trump's final week in the race against Vice President Kamala Harris has been hampered by a series of controversial remarks and unforced errors that threaten to mute his closing argument to voters amid a deluge of Democratic attacks and legal backlash. Throughout the week, Trump's campaign aired thousands of ads focused on his policy platform: universal tariffs, deeper tax cuts and sweeping immigrant deportations. But what garnered the most attention were a comedian's insults of Puerto Rico, Trump's violent rhetoric about a political opponent and a comment about women. Last Sunday, the Republican presidential nominee kicked off his final week on the campaign trail with a buzzy rally at New York's Madison Square Garden. The event was billed as an economic pitch to New Yorkers, but that message was drowned out by a circus of crude and at times, flat-out racist, remarks from some of the introductory speakers. Comedian Tony Hinchcliffe's opening set drew the loudest backlash after he called Puerto Rico ""a floating island of garbage in the middle of the ocean.""

Comedian Tony Hinchcliffe speaks during a rally for Republican presidential nominee and former U.S. President Donald Trump at Madison Square Garden, in New York, U.S., October 27, 2024. Andrew Kelly | Reuters

Hinchcliffe's comments triggered a wave of criticism from Puerto Rican celebrities like musician Bad Bunny, as well as from elected officials and voters. ""It's not hitting well, I think people are pretty irritated,"" Allentown, Pennsylvania, Mayor Matt Tuerk told NBC News on Tuesday. ""Enraged is a word that I've heard a few people say."" Pennsylvania, a critical battleground state with 19 electoral votes, has a significant Puerto Rican population, heightening the political damage of Hinchcliffe's offensive comments. Trump campaign officials spent the following hours and days of the MSG rally doing cleanup and trying to distance their candidate from the controversy. ""This joke does not reflect the views of President Trump or the campaign,"" Trump campaign senior advisor Danielle Alvarez said last Sunday night.

watch now

Democrats and the Harris campaign seized on the controversy. ""We saw what happened in New York City at Madison Square Garden as another attempt to divide us,"" Harris' running mate, Minnesota Gov. Tim Walz, said at a local campaign stop in Pennsylvania on Thursday. ""The disrespect given to our fellow citizens in Puerto Rico was not just unnecessary, it was incredibly hurtful."" Trump's closing message was also eclipsed by his verbal attacks on former Wyoming Rep. Liz Cheney, one of the Republican officials who has become a key campaign surrogate for Harris. ""She's a radical war hawk. Let's put her with a rifle standing there with nine barrels shooting at her,"" Trump said Thursday at an Arizona event with conservative media personality Tucker Carlson. ""OK, let's see how she feels about it. You know when the guns are trained on her face.""

Republican presidential nominee and former U.S. President Donald Trump participates in a fireside chat with Tucker Carlson at 'Tucker Carlson Live on Tour' at Desert Diamond Arena, in Glendale, Arizona, U.S. October 31, 2024. Brendan Mcdermid | Reuters

On Friday, Arizona Attorney General Kris Mayes announced that she was investigating whether Trump's violent remarks qualified as a death threat and a violation of state law. The Harris campaign has spun Trump's comment into a contrast to back its bipartisan case for the Democratic presidential nominee. ""You have Donald Trump who is talking about sending a prominent Republican to the firing squad and you have Vice President Harris talking about sending one to her Cabinet,"" Harris campaign senior advisor Ian Sams said Friday on MSNBC.

Trump's offhanded remark about Cheney again forced him and his campaign to spend the remaining days of the presidential race on damage control. ""All I'm saying is she was a nutty war hawk,"" Trump said Saturday on Fox News Channel's ""Fox & Friends."" He added, ""I said, 'Put a gun in her hand and let her go out and let her face the enemy with a gun in her hand.'"" Trump has branded his rambling rhetorical style, which typically derails his central policy message, as ""the weave."" ""See, I weave,"" he said during a Saturday rally in Virginia. ""Nobody else can do the weave like Trump.""

Republican presidential nominee and former U.S. President Donald Trump attends a campaign rally, in Salem, Virginia, U.S. November 2, 2024. Brian Snyder | Reuters",Nov 3 2024,CNBC,https://www.cnbc.com/2024/11/03/trump-harris-2024-election-final-week-message.html
"Harris, Liz Cheney tour battleground states to reach Republicans down on Trump","Vice President and Democratic presidential candidate Kamala Harris (L) holds a moderated conversation with Former US Rep. Liz Cheney, Republican of Wyoming, at People's Light performing arts theater Malvern, Pennsylvania, on October 21, 2024.

Vice President Kamala Harris and Republican former Rep. Liz Cheney participated in a series of moderated conversations on Monday across the ""Blue Wall"" battleground states of Pennsylvania, Michigan and Wisconsin.

""It's not about party, it's about right and wrong,"" Cheney said in Birmingham, Michigan. ""I would just remind people, if you are at all concerned, you can vote your conscience and not ever have to say a word to anybody. And there will be millions of Republicans who do that on Nov. 5.""

""Every single thing in my experience and in my background has played a part in my decision to endorse Vice President Harris, and that begins with the fact that I'm a conservative,"" Cheney said Monday morning in Malvern, Pennsylvania.

""I know that the most conservative of all conservative principles is being faithful to the Constitution. And you have to choose in this race, between someone who has been faithful to the Constitution, who will be faithful, and Donald Trump.""

Cheney, who called herself ""pro-life,"" said that nonetheless, draconian restrictions on women's access to reproductive healthcare, currently in force in several states, are ""not sustainable for us as a country, and it has to change.""



Since the 2022 Supreme Court decision overturning Roe v. Wade's abortion protections, conservative legislators have passed highly restrictive laws in more than two dozen states that limit women's legal rights to end a pregnancy.

The Harris campaign is courting disaffected Republicans, who may be on the fence about voting for Trump. The campaign kicked off a ""Republicans for Harris"" group in August and has since amplified the voices of a small, but growing, number of prominent Republicans who have come out in support of the Democratic vice president.

Harris on Monday reiterated her commitment to have a Republican in her cabinet if she becomes President, and said she knows it's in the nation's ""best interest"" to invite ""good ideas from wherever they come.""

""We need a healthy two-party system, we need to be able to have these good, intense debates about issues that are grounded in fact,"" Harris said in Malvern, PA as the room broke out in applause.

Cheney is becoming a key asset to Harris in the 11th hour sprint to Election Day, helping to create what political strategists call a ""permission structure"" for Republicans who might be reluctant to cross party lines to vote for Harris.

According to Cheney, patriotic Republicans have ""a duty and obligation to do what we know is right for the country.""",Oct 21 2024,CNBC,https://www.cnbc.com/2024/10/21/harris-cheney-bash-trump-vie-for-republican-crossover-votes.html
Op-ed: What to expect from Trump's first 100 days when it comes to China," U.S. President Donald Trump meets China's President Xi Jinping at the start of their bilateral meeting at the G20 summit in Osaka, Japan, on June 29, 2019. Kevin Lemarque | Reuters

With Donald Trump's return to the White House, the U.S.-China relationship is heading straight into turbulent waters. Chinese President Xi Jinping sent a note of congratulations to Trump on Thursday, emphasizing cooperation over confrontation, shortly after China's Foreign Ministry offered a cautious response to Trump's victory, with spokeswoman Mao Ning emphasizing ""mutual respect, peaceful coexistence, and win-win cooperation."" These statements hint that, for now, Beijing is holding out hope for maintaining some dialogue and stability. Yet beneath this diplomatic language, there's a strong undercurrent of apprehension in Beijing, as Trump's mercurial style and ""shoot-from-the-hip"" approach could upend the delicate balance carefully nurtured by his predecessor. Trump's first 100 days are likely to be a rollercoaster, especially given his affinity for headline-grabbing moves. Experts predict a shift away from the structured, methodical diplomacy seen in the latter stages of the Biden administration. Under Biden, the Treasury and Commerce departments managed economic discussions with China through working groups, focused on macroeconomic stability and regulatory cooperation. These structured channels helped ensure open dialogue on issues like tariffs, technology restrictions, and financial stability. However, Trump's past preference for personal diplomacy over institutionalized mechanisms signals that we may soon witness a dismantling of these channels. This could leave the relationship dangerously prone to misunderstandings and overreactions, making early-phase instability almost a certainty. A potential role for Elon Musk as a geopolitical go-between China might look to alternative channels to manage relations with Trump's administration. One potential intermediary is Elon Musk, whose deep investments in China, particularly with Tesla, make him a natural link. Musk is not just any businessman; he's a high-profile figure in the tech and space sectors, and he has significant influence over emerging technologies that are critical to both U.S. and Chinese national interests. Beijing might view him as a ""mercurial messenger"" who could help grease the wheels, but they're aware of the risk.

Elon Musk, chief executive officer of Tesla Inc., center, reacts as Robin Ren, vice president of sales, second left, Ying Yong, mayor of Shanghai, second right, and Wu Qing, vice mayor of Shanghai, right, applaud during an event at the site of the company's manufacturing facility in Shanghai, China, on Monday, Jan. 7, 2019. Bloomberg | Bloomberg | Getty Images

The use of intermediaries in U.S.-China relations has precedent, but it hasn't always paid off. During Trump's first term, China experimented with influential American intermediaries like casino mogul Steve Wynn. These informal channels ended up being more trouble than they were worth, exposing intermediaries to political scrutiny without yielding much diplomatic progress. Musk's visibility and reputation mean that if he becomes entangled in diplomacy, he could face backlash from both Washington and Beijing. His high-profile involvement in sensitive industries, including autonomous vehicles and satellite technology, raises red flags in Washington's security community, especially concerning Starlink's influence in Taiwan. Musk could find himself under fire from U.S. officials if he appears to cater to Beijing's interests in these areas. Trade wars and tariffs: What we've seen and what's coming Trump has already hinted at his desire to ramp up tariffs on Chinese goods, with some aides suggesting an across-the-board 10% import tax and possible increases of up to 60% on Chinese imports. These numbers spell a stark departure from Biden's more targeted tariffs aimed at key sectors. The short-term economic impacts could be jarring. Expect companies to flood ports, racing to import goods before tariffs take effect, which could skyrocket shipping and warehousing costs. As these costs trickle down, American households, particularly lower-income ones, could see prices jump on everyday goods. Beyond immediate price increases, the strain on supply chains is a serious concern. U.S. ports and customs systems, already running on tight budgets and stretched resources, would be overwhelmed, leading to backlogs and supply disruptions. The knock-on effects would ripple through industries dependent on global supply chains — from electronics to automotive manufacturing — and could send shockwaves through the U.S. economy.

watch now

Trump's proposed tariffs could do more than just disrupt the American economy; they could incite global retaliation. Beijing would undoubtedly hit back with tariffs of its own, but the fallout wouldn't stop there. Key allies like the European Union, Japan, and South Korea, already wary of the Trump administration's economic policies, could also respond with tariffs on American goods. This move could kick off a broader trade war that isolates the U.S., disrupts alliances, and damages America's economic influence. Moreover, retaliatory tariffs would hurt American businesses, particularly those dependent on foreign markets. Job losses and economic slowdowns in export-heavy sectors would be likely, as American products face barriers in foreign markets. The cost of Trump's aggressive tariff strategy could be felt across the U.S. economy, with long-lasting consequences for American workers. National security and AI, autonomous vehicles National security considerations will also be front and center in Trump's early China policy, especially regarding technology restrictions. The Biden administration already laid the groundwork with extensive export controls on advanced technologies critical to AI and semiconductors. Trump is expected to retain these restrictions and may even expand them to further restrict China's access to cutting-edge technology. One particularly thorny issue is the role of autonomous and connected vehicle technology. With recent national security regulations tightening, Trump will need to decide whether he wants to maintain or escalate restrictions on Chinese access to these technologies. The security establishment in Washington will push for tighter controls, particularly in light of rising tensions over Taiwan and concerns about Chinese espionage. Trump's approach to outbound investment screening will also be critical. New rules to curb U.S. capital and expertise from bolstering Chinese tech are set to take effect, adding a new layer of complexity to the relationship. Trump could choose to keep these rules intact, expand them, or scale them back. Most observers expect him to lean toward decoupling, despite pressure from business interests, including those of Musk, to ease restrictions. Trump's return to the White House could catapult U.S.-China relations into uncharted waters. His leadership style — often impulsive and reactionary — suggests we're in for a rocky start. Systemic chaos, erratic social media posts, and abrupt policy shifts will likely dominate the early days, creating a climate of uncertainty for allies, businesses, and markets. While Trump's shoot-from-the-hip approach may resonate with his base, it also risks intensifying economic friction, frustrating alliances, and destabilizing an already fragile global economic landscape. If Trump follows through on hard line China policies, we could see an era of heightened confrontation and diminished multilateral cooperation, with the U.S.-China relationship poised for a dramatic — and potentially explosive — transformation. Whether the administration can navigate these challenges without triggering a full-blown economic crisis remains to be seen. Expect tariffs, technology restrictions, and Trump's unique brand of diplomacy to push the relationship to its limits.",Nov 7 2024,CNBC,https://www.cnbc.com/2024/11/07/op-ed-what-to-expect-from-trumps-first-100-days-on-china.html
What Trump's election to the White House could mean for EVs,"Production is now set to begin at the former Detroit-Hamtramck assembly plant, less than two years after GM announced the massive $2.2 billion investment to fully renovate the facility to build a variety of all-electric trucks and SUVs. Photo by Jeffrey Sauger for General Motors

DETROIT – President-elect Donald Trump's victory over Vice President Kamala Harris is expected to send the U.S. electric vehicle industry into a period of uncertainty. Republicans, led by the former president, have largely condemned EVs, claiming they are being forced upon consumers. Trump has vowed to roll back or eliminate many vehicle emissions standards under the Environmental Protection Agency as well as incentives to promote production and adoption of the vehicles such as the Biden administration's Inflation Reduction Act of 2022. Auto industry insiders and other officials have said it would be difficult for Trump to completely gut the IRA, but he could defund or limit EV subsidies through executive orders or other policy actions. Several people said they would expect Trump to target federal consumer credits that currently offer up to $7,500 for the purchase of an EV rather than target industrial production credits for companies. ""The IRA will probably have some adjustments … I don't think the IRA will go away,"" David Rubenstein, co-founder and co-chairman of The Carlyle Group investment firm, told CNBC on Wednesday. ""It has some really good things in it that I think Republicans and Democrats will like.""

watch now

Many of the investments into EV production under the IRA having been taking place in Republican states such as Ohio, South Carolina and Georgia. Automotive executives are also quick to say they don't base investment decisions on who holds the White House, but there are natural adjustments with new administrations. ""Anytime there's an administration change, it's an interesting time for the industry because we have to go through new policies and regulations and have to bring new people up to speed on who we are and what we do,"" David Christ, group vice president and general manager of the Toyota Division in North America, said Wednesday during an Automotive Press Association event near Detroit. ""Administrations sometimes change every four years, so we don't really do a lot of modifying the strategy.""

Winners and losers?

Several Wall Street analysts have speculated legacy automakers — specifically the ""Detroit"" companies General Motors , Ford Motor and Chrysler parent Stellantis — would be the biggest winners of a second Trump term and Republican control of Congress. ""We see F and GM as the main beneficiaries from the Trump administration,"" BofA Securities analyst John Murphy said in a Wednesday investor note. ""The current environmental regime would pressure the core business of legacy [automakers, trucks,] to decarbonize by the end of the decade while shifting quickly to an EV portfolio."" GM's aspirations for an ""all-electric future"" and profitable EV business in the near term are highly reliant on federal tax credits. Analysts had indicated EV startups such as Rivian Automotive and Lucid Group would benefit more with a Democratic win. Toyota could also be a winner if EV regulations are reduced or eliminated, as the Japanese automaker has been slow to invest in all-electric models compared to hybrid vehicles. Shares of GM and Ford closed Wednesday up 2.5% and 5.6%, respectively. Stock prices for Toyota and Stellantis, which is experiencing significant problems in the U.S., were essentially level. Lucid and Rivian were each down, 5.3% and 8.3%, respectively.

Stock Chart Icon Stock chart icon Shares of automakers after President-elect Donald Trump's victory.

An outlier is U.S. electric vehicle leader Tesla . CEO Elon Musk heavily campaigned in swing states for Trump, who has discussed making the billionaire a government efficiency czar. Shares of Tesla soared Wednesday by 15% and earlier notched a new 52-week high. ""We see RIVN and LCID challenged, which is largely reflected in the stocks,"" Murphy said. ""We don't expect meaningful issues for TSLA since it has already reached profitability and will introduce more entry level products that could be attractive for the larger public."" Several automakers did not immediately return request for comment after NBC News and several other media outlets called the election for Trump. Others such as the Detroit automakers and Hyundai Motor congratulated Trump and the newly elected officials across all levels of government. ""We look forward to working with the new Administration and Congress on policies that strengthen the U.S. automotive industry, which supports 9.7 million American jobs and drives more than $1 trillion into the economy each year,"" Ford said. ""We congratulate and look forward to working with the President-elect, Congress, and all elected officials to ensure that the U.S. continues to lead the world in technology and innovation, to the benefit of American workers and consumers alike,"" GM said.",Nov 6 2024,CNBC,https://www.cnbc.com/2024/11/06/trump-reelection-what-it-means-for-evs.html 
Global ETFs slide as investors see Trump tariff policies hurting trade,"A balcony above a trading floor inside the Euronext NV stock exchange in Paris on March 13, 2023.

Several U.S.-listed funds tracking global stocks pulled back in Wednesday's session as investors considered Donald Trump's victory harmful to international equities.

Closely followed exchange-traded funds from iShares tracking South Korea , Hong Kong , Taiwan and Chile all slid on Wednesday. That comes despite major U.S. indexes soaring to record highs.

Those idiosyncratic pullbacks come as traders ready for President-elect Trump's proposed policies for taxing imports. He has floated a tariff of up to 20% on all goods coming into the U.S., with an especially high 60% levy on those coming from China specifically.

This policy was unpopular among voters, according to NBC News polling. But it appeared inconsequential in the race, despite the economy more broadly being a main issue for Americans heading to the polls.

""While the investing landscape remains favorable in the U.S., international markets are very exposed to tariff policy, "" said Yung-Yu Ma, chief investment officer at BMO Wealth Management. ""That uncertainty could limit near-term upside in global stocks.""

These moves reflect the divergence between U.S. and international markets as investors around the globe take in America's election results.

While the Dow Jones Industrial Average notched its best day in around two years, European markets largely struggled on Wednesday as it become clear that Trump would prevail. In the U.S. market, the iShares Core MSCI Europe ETF (IEUR) slid more than 2%.

Asia-Pacific markets were more mixed, with Japan's Nikkei 225 bucking the downtrend. Still, the U.S.-listed iShares MSCI China ETF (MCHI) shed more than 2% on Wednesday.

However, the Global X MSCI Argentina ETF (ARGT) climbed around 3% and touched a new 52-week high, a rare bright spot among international-focused funds. The South American country last year elected libertarian Javier Milei, who was compared widely to Trump, as president.

The ICE U.S. Dollar Index, which tracks to the U.S. greenback against a basket of international currencies, reached its highest level since July. LPL Financial chief technical strategist Adam Turnquist noted that the dollar's rally comes as inflation expectations rose following Trump's victory.

Turnquist said continued strength in the American currency can hurt international stocks, particularly emerging markets. These markets have underperformed U.S. counterparts in recent years. Indeed, the iShares MSCI Emerging Markets ETF (EEM) slid more than 1% on Wednesday.

— CNBC's Sarah Min, Jesse Pound and Hakyung Kim contributed to this report.",Nov 6 2024,CNBC,https://www.cnbc.com/2024/11/06/global-etfs-slide-as-investors-see-trump-tariff-policies-hurting-trade.html
Trump announces Tom Homan as incoming border czar,"Former Acting Director of U.S. Immigration And Customs Enforcement (ICE) Tom Homan testifies on Capitol Hill in Washington, U.S., September 11, 2019.

WASHINGTON — President-elect Donald Trump announced late Sunday that Tom Homan, the former acting director of U.S. Immigration and Customs Enforcement who backed his controversial ""zero tolerance"" policy, will be his administration's ""border czar.""

""I am pleased to announce that the Former ICE Director, and stalwart on Border Control, Tom Homan, will be joining the Trump Administration, in charge of our Nation's Borders ('The Border Czar'), including, but not limited to, the Southern Border, the Northern Border, all Maritime, and Aviation Security,"" Trump said on Truth Social.

""I've known Tom for a long time, and there is nobody better at policing and controlling our Borders,"" the post continued. ""Likewise, Tom Homan will be in charge of all Deportation of Illegal Aliens back to their Country of Origin. Congratulations to Tom. I have no doubt he will do a fantastic, and long awaited for, job.""

Homan touts hard-line immigration views and previously vowed to ""run the biggest deportation force this country has ever seen.""

He was an early supporter of the Trump administration's ""zero tolerance"" policy, which led to thousands of families being separated at the southern border. Trump eventually signed an executive order in 2018 reversing the family separation policy after public outcry.",Nov 11 2024,CNBC,https://www.cnbc.com/2024/11/11/trump-announces-tom-homan-as-incoming-border-czar.html?__source=OTS%7Cfinance%7Cinline%7Cstory%7C&par=OTS&doc=108060670
Dogecoin spikes after Trump announces a Department of Government Efficiency — DOGE,"Dogecoin shot higher on Tuesday night, extending its postelection surge after President-elect Donald Trump formally announced the creation of the Department of Government Efficiency, which he referred to as ""DOGE"" in his statement. Tesla CEO Elon Musk and Vivek Ramaswamy, former Republican presidential candidate and Strive Asset Management co-founder, will lead the department, Trump said in a statement. Together, they ""will pave the way for my Administration to dismantle Government Bureaucracy, slash excess regulations, cut wasteful expenditures, and restructure Federal Agencies."" Dogecoin was up nearly 20%, before paring gains. It has been one of the biggest winners in the postelection rally, gaining 153% since Election Day compared with bitcoin's 30% rise in the same period. It also shot past XRP this week to become the sixth-largest cryptocurrency by market cap.

Stock Chart Icon Stock chart icon Dogecoin jumped after President-elect Donald Trump announced the creation of the Department of Government Efficiency, or ""DOGE.""

Memecoins are seen as a gauge of retail interest and risk appetite in crypto. When memecoin activity ramps up, it usually indicates that retail investors are participating and have an appetite to speculate further out on the risk curve.",Nov 12 2024,CNBC,https://www.cnbc.com/2024/11/13/dogecoin-surges-20percent-after-trump-announces-a-department-of-government-efficiency-doge.html 
U.S. dollar jumps as Donald Trump recaptures the White House,"The U.S. dollar strengthened against other major global currencies Wednesday as former president Donald Trump recaptured the White House, becoming just the second president in history to return to win two nonconsecutive White House terms.

The greenback strengthened by more than 1% against each of the Swiss franc and Chinese yuan, and nearly 2% against the Japanese yen . The ICE U.S. Dollar Index rose 1.66% and reached its highest level since July.

NBC News projects Trump's victory, making the 78-year-old the oldest person ever to win a U.S. presidential election. Traders generally expected that a strong election for Trump and Republicans in Congress could push the greenback higher. Trump's proposals to hike tariffs against major U.S. trading partners would, in theory, result in a stronger dollar.

""To the extent that he's able to get a lot of his stuff done — like deregulation, tax cuts, tariffs — you could see [the dollar index] easily above 110, maybe even up to 115,"" said Brad Bechtel, global head of foreign exchange at Jefferies.

The euro fell to 1.0731 against the dollar, hitting its lowest level since late June during the session. The dollar also hit its highest level against the Mexican peso since 2022 in overnight trading, but retreated from that mark as Wednesday progressed. Bechtel said the reversal in the peso trade could be due to short-term profit taking after the initial move.

NBC News projects that Trump has won key battleground states of North Carolina, Pennsylvania and Georgia, helping him reach the necessary 270 Electoral College votes to secure victory. NBC News also projects that the Republicans will retake the Senate.

The dollar had already strengthened in the runup to Election Day. The Dollar Index rose more than 3% in October, though it had dipped in early November.",Nov 5 2024,CNBC,https://www.cnbc.com/2024/11/05/us-dollar-is-little-changed-on-tuesday-night-as-presidential-election-winds-down.html
 What Trump’s historic election victory means for the global economy,"A worker is making textile export orders at a production workshop of a textile enterprise in Binzhou, China, on July 8, 2024. Nurphoto | Nurphoto | Getty Images

Donald Trump's election victory over Vice President Kamala Harris marks a historic return to the White House — an extraordinary political comeback that is likely to have seismic ramifications for the global economy. Speaking to his supporters in Florida early Wednesday, Trump said an ""unprecedented and powerful mandate"" would usher in ""the golden age of America."" The former president's litany of campaign pledges include steep tariffs, tax cuts, deregulation and a push to withdraw from key global agreements. Analysts say it is hard to pin down the extent to which Trump will seek to implement these measures in his second four-year term, but the consequences of any will have clear repercussions across the globe. Lizzy Galbraith, political economist at asset manager Abrdn, said it remains to be seen exactly what style of presidency investors can expect when Trump returns to the White House. ""Congress has a really big part to play in this,"" Galbraith told CNBC's ""Squawk Box Europe"" on Thursday.

watch now

""If Trump does have unified control of Congress, as is looking very likely and is what we expect to happen over the next few weeks and days, then he does have greater latitude to implement his tax-cutting agenda, his deregulatory agenda, for example, but we are also likely to see elements of his trade policy sitting alongside that."" On tariffs, Galbraith said there were currently two schools of thought. Either Trump seeks to use them as a bargaining tool to gain concessions from other parties — or he delivers on his promise and implements them much more broadly.

Trump's favorite word

Trump has previously described ""tariff"" as his favorite word, calling it ""the most beautiful word in the dictionary."" In an effort to raise revenues, Trump has suggested he could impose a blanket 20% tariff on all goods imported into the U.S., with a tariff of up to 60% for Chinese products and one as high as 2,000% on vehicles built in Mexico. For the European Union, meanwhile, Trump has said the 27-nation bloc will pay a ""big price"" for not buying enough American exports.

Former US President Donald Trump arrives during a ""Get Out The Vote"" rally in Greensboro, North Carolina, US, on Saturday, March 2, 2024. Bloomberg | Bloomberg | Getty Images

""Now, I think it is worth pointing out that we do think that in any situation which Trump is using tariffs quite often, his principal focus is going to be on China. And we don't see Trump's secondary tariff pledge — that baseline tariff, which would hurt European companies — as being all that feasible,"" Galbraith said. ""So, it's not necessarily our base case that you see something like a baseline tariff applied that would really hurt European goods although there is still a distinct possibility there that specific European products could be affected,"" she added. Analysts have warned that Trump's plan to impose universal tariffs are highly likely to raise prices for consumers and slow spending.

Europe

Ben May, director of global macro research at Oxford Economics, said the direct impact of Trump 2.0 on economic growth is likely to be limited in the near term, ""but masks major implications for trade and the composition of growth, and for financial markets."" For instance, May said that in a scenario in which the more radical aspects of Trump's policy agenda are adopted, particularly on tariffs, the impact across the globe will be ""very sizable."" ""A key unknown is whether a clean sweep raises the risk that a Trump administration will push through more extreme policy measures, such as larger, less-targeted tariffs,"" May said in a research note. ""Uncertainty over Trump's stance on the conflicts in Ukraine and the Middle East also adds to the risk of greater instability in both regions, which could take a toll on regional, and even global, growth,"" he added.

watch now

The prospect of a second Trump presidency had long been viewed as negative for Europe and the European Union more broadly. Yet, analysts at Signum Global Advisors said in a research note on Wednesday that ""the magnitude of that truth remains underappreciated."" Indeed, they argued that several factors mean the EU is likely to be ""the biggest loser of a second Trump era,"" citing trade tensions, an ongoing frustration with key European policy decisions and Trump's likely desire to double down on America's advantage at attracting capital relocation.

Asia

Analysts at Macquarie Group said Thursday that, at face value, Trump's election victory is ""bad news for Asia,"" particularly China, but the region is ""more prepared"" than in 2016, when he first moved into the White House.

A foreign trade container terminal in Qingdao Port in China. Costfoto | Nurphoto | Getty Images

""A key tenet of Trump's campaign was higher tariffs. While well telegraphed, the headwinds that are likely to sweep across Asia, particularly China, should spike volatility and compress multiples as uncertainty prevails,"" analyst at Macquarie Group said in a research note. ""A counter-balance to this is a likely acceleration in China stimulus measures,"" they added. ""The Chinese government has already outlined its ambitions to support economic growth at the 5% level and address property market woes to support domestic consumer confidence."" Mitchell Reiss, an American diplomat and distinguished fellow at the Royal United Services Institute (RUSI) think tank, said there are likely to be some differences to the Trump playbook this time round.

watch now",Nov 7 2024,CNBC,https://www.cnbc.com/2024/11/07/what-trumps-historic-election-victory-means-for-the-global-economy.html
"Harris blasts Trump on reported Hitler comments, says 'he wants unchecked power'","Democratic presidential nominee, U.S. Vice President Kamala Harris delivers remarks before departing the vice president’s residence on October 23, 2024 in Washington, DC. Kevin Dietsch | Getty Images

Vice President Kamala Harris blasted Donald Trump on Wednesday for his reported praise of Adolf Hitler and said the Republican presidential nominee ""wants unchecked power."" Harris, the Democratic nominee, spoke at her residence in Washington, D.C., a day after reports of recent interviews with Trump's former White House chief of staff John Kelly, who recounted Trump's comments about the Nazi leader while Trump was president. Follow: Election 2024 live updates: Trump and Harris await Presidential election results ""It is deeply troubling and incredibly dangerous that Donald Trump would invoke Adolf Hitler, the man who is responsible for the deaths of six million Jews and hundreds of thousands of Americans,"" Harris said. ""Yesterday, we learned that Donald Trump's former chief of staff, John Kelly, a retired four-star general, confirmed that while Donald Trump was president, he said he wanted generals like Adolf Hitler,"" she said. ""Donald Trump said that because he does not want a military that is loyal to the United States Constitution, he wants a military that is loyal to him.""

Former US President and Republican presidential candidate Donald Trump looks on during a campaign rally at site of his first assassination attempt in Butler, Pennsylvania on October 5, 2024. Jim Watson | Afp | Getty Images

Harris' statement came less than two weeks before the Nov. 5 presidential election, which she noted in issuing a warning about Trump. Millions of Americans already have cast ballots in the contest in states that allow early voting. ""Donald Trump is increasingly unhinged and unstable,"" Harris said. ""And in a second term, people like John Kelly would not be there to be the guardrails against his propensities and his actions. Those who once tried to stop him from pursuing his worst impulses would no longer be there and no longer be there to rein him in.""",Oct 23 2024,CNBC,https://www.cnbc.com/2024/10/23/harris-trump-hitler-election-john-kelly.html
